kategori,nama_wisata,latitude,longitude,alamat,provinsi,kota_kabupaten,nama_lengkap,path_gambar,deskripsi_bersih
air terjun,Air Terjun Tegenungan,-8.5752294,115.2907014,"Tegenungan Blangsinga, Sukawati, Gianyar, Bali, Nusa Tenggara, 80582, Indonesia",Bali,Gianyar,"Air Terjun Tegenungan, Gianyar, Bali",gambar_wisata/Air_Terjun_Tegenungan,air terjun tegenungan air terjun terletak desa kemenuh kecamatan sukawati kabupaten gianyar berjarak kota denpasar air terjun memiliki ketinggian meter
air terjun,Air Terjun Tukad Cepung,-8.4423213,115.3879035,"Air Terjun Tukad Cepung, Undisan, Bangli, Bali, Nusa Tenggara, 80613, Indonesia",Bali,Bangli,"Air Terjun Tukad Cepung, Bangli, Bali",gambar_wisata/Air_Terjun_Tukad_Cepung,kabupaten bangli aksara bali kabupat kabupaten terletak timur utara pulau bali ibukotanya kecamatan bangli
air terjun,Air Terjun Tumpak Sewu,-8.2389311,112.9214262,"Kawasan Air Terjun Tumpak Sewu, Jagalan, Sidorenggo, Kabupaten Malang, Jawa Timur, Jawa, 67374, Indonesia",Jawa Timur,Kabupaten Malang,"Air Terjun Tumpak Sewu, Kabupaten Malang, Jawa Timur",gambar_wisata/Air_Terjun_Tumpak_Sewu,air terjun tumpak sewu coban sewu air terjun berketinggian meter air terjun berbatasan kabupaten lumajang kabupaten malang provinsi jawa timur
air terjun,Air Terjun Waimarang,-9.9687141,120.6028048,"Air Terjun Waimarang, Desa Tamburi, Kecamatan Rindi, Sumba Timur, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Sumba Timur,"Air Terjun Waimarang, Sumba Timur, Nusa Tenggara Timur",gambar_wisata/Air_Terjun_Waimarang,nusa tenggara timur disingkat ntt provinsi indonesia meliputi timur kepulauan nusa tenggara kota nusa tenggara timur kota kupang
alun-alun,Alun-Alun Bandung,-6.9216776,107.607151,"Alun-Alun Bandung, Balonggede, Regol, Kota Bandung, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kota Bandung,"Alun-Alun Bandung, Kota Bandung, Jawa Barat",gambar_wisata/Alun-Alun_Bandung,kota bandung bahasa sunda pegon hanzi translit bandung pelafalan bahasa indonesia ban kota kota provinsi provinsi jawa barat indonesia
alun-alun,Alun-Alun Banyuwangi,-8.2073769,114.3759291,"Jalan Tawang Alun, Biskalan, Patemon Wetan, Banyuwangi, Temenggungan, Banyuwangi, Jawa Timur, Jawa, 68419, Indonesia",Jawa Timur,Banyuwangi,"Alun-Alun Banyuwangi, Banyuwangi, Jawa Timur",gambar_wisata/Alun-Alun_Banyuwangi,banyuwangi dikenal banyuwangi kota kecamatan kota kabupaten kabupaten banyuwangi provinsi jawa timur indonesia posisinya kota kabupaten menjadikan banyaknya gedung gedung pemerintahan kabupaten cabang cabang perusahaan pusat keramaian berdiri wilayah kecamatan
alun-alun,Alun-Alun Blitar,-8.0981708,112.1651758,"Alun-Alun Blitar, Kepanjenkidul, Blitar, Jawa Timur, Jawa, Indonesia",Jawa Timur,Blitar,"Alun-Alun Blitar, Blitar, Jawa Timur",gambar_wisata/Alun-Alun_Blitar,kota blitar bahasa jawa hanacaraka pegon pengucapan bahasa jawa kota terletak selatan provinsi jawa timur indonesia kota terletak sebelah barat daya surabaya sebelah barat malang
alun-alun,Alun-Alun Bojonegoro,-7.1490935,111.8802509,"Alun-Alun Bojonegoro, Pakuwon, Bojonegoro, Jawa Timur, Jawa, Indonesia",Jawa Timur,Bojonegoro,"Alun-Alun Bojonegoro, Bojonegoro, Jawa Timur",gambar_wisata/Alun-Alun_Bojonegoro,kabupaten bojonegoro bahasa jawa hanacaraka pegon translit boj nag pengucapan bahasa jawa bod wilayah kabupaten provinsi jawa timur indonesia
alun-alun,Alun-Alun Bondowoso,-7.9131978,113.8224604,"Alun-alun Bondowoso, Pegadaian, Bondowoso, Jawa Timur, Jawa, Indonesia",Jawa Timur,Bondowoso,"Alun-Alun Bondowoso, Bondowoso, Jawa Timur",gambar_wisata/Alun-Alun_Bondowoso,kabupaten bondowoso hanacaraka pegon pelafalan bahasa indonesia wilayah kabupaten provinsi jawa timur indonesia kotanya kecamatan bondowoso
alun-alun,Alun-Alun Brebes,-6.8706354,109.0368815,"Alun-Alun Brebes, Pesanggrahan, Brebes, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Brebes,"Alun-Alun Brebes, Brebes, Jawa Tengah",gambar_wisata/Alun-Alun_Brebes,kabupaten brebes bahasa jawa hanacaraka bahasa sunda pegon wilayah kabupaten provinsi jawa indonesia kotanya kecamatan brebes
alun-alun,Alun-Alun Cilacap,-7.7273698,109.0095032,"Alun-Alun Cilacap, RW 01 Kelurahan Sidanegara, Cilacap, Kelurahan Sidanegara Kecamatan Cilacap, Cilacap, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Cilacap,"Alun-Alun Cilacap, Cilacap, Jawa Tengah",gambar_wisata/Alun-Alun_Cilacap,kota cilacap kota kabupaten cilacap pusat pemerintahan perekonomian kabupaten cilacap provinsi jawa indonesia penduduknya jiwa luas kecamatan
alun-alun,Alun-Alun Cirebon,-6.7219026,108.567909,"Alun Alun Keraton Kanoman, Lemahwungkuk, Kota Cirebon, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kota Cirebon,"Alun-Alun Cirebon, Kota Cirebon, Jawa Barat",gambar_wisata/Alun-Alun_Cirebon,kota cirebon salah kota provinsi jawa barat indonesia kota pesisir utara pulau jawa menghubungkan jakarta surabaya lintas utara jawa
alun-alun,Alun-Alun Demak,-6.894814,110.638526,"Alun - Alun Demak, Kauman, Demak, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Demak,"Alun-Alun Demak, Demak, Jawa Tengah",gambar_wisata/Alun-Alun_Demak,keraton ngayogyakarta hadiningrat keraton yogyakarta istana resmi kesultanan ngayogyakarta hadiningrat berlokasi kota yogyakarta keraton didirikan sri sultan hamengkubuwana istana keraton yogyakarta berdiri akibat perpecahan mataram islam perjanjian giyanti
alun-alun,Alun-Alun Gresik,-7.1571326,112.6560463,"alun-alun Gresik, Gresik, Jawa Timur, Jawa, Indonesia",Jawa Timur,Gresik,"Alun-Alun Gresik, Gresik, Jawa Timur",gambar_wisata/Alun-Alun_Gresik,sidayu kecamatan kabupaten gresik provinsi jawa timur indonesia era majapahit daerah ujung galuh
alun-alun,Alun-Alun Jember,-8.1689005,113.7021649,"Alun alun Jember, Sumber Lor, Jember, Jawa Timur, Jawa, Indonesia",Jawa Timur,Jember,"Alun-Alun Jember, Jember, Jawa Timur",gambar_wisata/Alun-Alun_Jember,kabupaten jember bahasa jawa hanacaraka pegon translit pengucapan bahasa jawa kabupaten provinsi jawa timur indonesia
alun-alun,Alun-Alun Jepara,-6.5897781,110.6673616,"Alun-alun Jepara, Jalan Diponegoro, Kauman, Jepara, Jawa Tengah, Jawa, 59417, Indonesia",Jawa Tengah,Jepara,"Alun-Alun Jepara, Jepara, Jawa Tengah",gambar_wisata/Alun-Alun_Jepara,jepara bahasa jawa pegon hanzi jepara kota kota kabupaten jepara pusat pemerintahan perekonomian kabupaten jepara jepara wilayah kecamatan terletak kabupaten jepara provinsi jawa indonesia
alun-alun,Alun-Alun Karanganyar,-7.6306506,109.5736782,"Alun-alun Karanganyar, Karanganyar, Kebumen, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Kebumen,"Alun-Alun Karanganyar, Kebumen, Jawa Tengah",gambar_wisata/Alun-Alun_Karanganyar,kabupaten kebumen bahasa jawa hanacaraka pegon translit kebumen wilayah kabupaten terletak provinsi jawa indonesia
alun-alun,Alun-Alun Kediri,-7.8265629,112.0110595,"Alun-Alun Kediri, Kampung Dalem, Kota, Kota Kediri, Jawa Timur, Jawa, Indonesia",Jawa Timur,Kota Kediri,"Alun-Alun Kediri, Kota Kediri, Jawa Timur",gambar_wisata/Alun-Alun_Kediri,kota kediri bahasa jawa hanacaraka pegon translit kadhiri pengucapan bahasa jawa iri kota provinsi jawa timur indonesia
alun-alun,Alun-Alun Kendal,-6.9213273,110.2040396,"Alun-Alun Kendal, Kendal, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Kendal,"Alun-Alun Kendal, Kendal, Jawa Tengah",gambar_wisata/Alun-Alun_Kendal,kabupaten kendal bahasa jawa hanacaraka pegon translit kendhal wilayah kabupaten terletak provinsi jawa indonesia
alun-alun,Alun-Alun Kendari,-4.0286681,122.5205774,"Tawang Alun Futsal Arena, Jalan Terong, Bonggoeya, Kendari, Sulawesi Tenggara, Sulawesi, 93112, Indonesia",Sulawesi Tenggara,Kendari,"Alun-Alun Kendari, Kendari, Sulawesi Tenggara",gambar_wisata/Alun-Alun_Kendari,mall olympic garden disingkat mog salah mal kota malangyang dibuka mal terletak stadion gajayana berjarak kilometer alun alun tugu
alun-alun,Alun-Alun Kidul Yogyakarta,-7.811844,110.3632217,"Alun Alun Kidul, Patehan, Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, 55133, Indonesia",Daerah Istimewa Yogyakarta,Kota Yogyakarta,"Alun-Alun Kidul Yogyakarta, Kota Yogyakarta, Daerah Istimewa Yogyakarta",gambar_wisata/Alun-Alun_Kidul_Yogyakarta,keraton ngayogyakarta hadiningrat keraton yogyakarta istana resmi kesultanan ngayogyakarta hadiningrat berlokasi kota yogyakarta keraton didirikan sri sultan hamengkubuwana istana keraton yogyakarta berdiri akibat perpecahan mataram islam perjanjian giyanti
alun-alun,Alun-Alun Klaten,-7.704963,110.6018083,"Alun-alun Klaten, Klaten, Klaten City, Klaten, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Klaten City,"Alun-Alun Klaten, Klaten City, Jawa Tengah",gambar_wisata/Alun-Alun_Klaten,kota surakarta bahasa jawa hanacaraka pegon hanzi pengucapan bahasa jawa sur kart solo bahasa jawa translit sala pengucapan bahasa jawa salah kota provinsi jawa indonesia luas
alun-alun,Alun-Alun Kota Batu,-7.8711747,112.5251687,"Parkir Alun-Alun Kota Batu, Jalan RA. Kartini, Pesanggrahan, Kota Batu, Klojen, Jawa Timur, Jawa, 65341, Indonesia",Jawa Timur,Kota Batu,"Alun-Alun Kota Batu, Kota Batu, Jawa Timur",gambar_wisata/Alun-Alun_Kota_Batu,kota batu bahasa jawa hanacaraka pegon pengucapan bahasa jawa bat kota wisata provinsi jawa timur indonesia kota terletak sebelah barat daya surabaya sebelah barat laut malang
alun-alun,Alun-Alun Kota Magelang,-7.4771886,110.2182633,"Alun-Alun Kota Magelang, Mateseh, Kauman, Kota Magelang, Jawa Tengah, Jawa, 56122, Indonesia",Jawa Tengah,Kota Magelang,"Alun-Alun Kota Magelang, Kota Magelang, Jawa Tengah",gambar_wisata/Alun-Alun_Kota_Magelang,kota magelang bahasa jawa hanacaraka pegon translit mag lang salah kota terletak provinsi jawa indonesia
alun-alun,Alun-Alun Kota Malang,-7.9826135,112.6308234,"Alun-Alun Malang, Kiduldalem, Kota Malang, Jawa Timur, Jawa, Indonesia",Jawa Timur,Kota Malang,"Alun-Alun Kota Malang, Kota Malang, Jawa Timur",gambar_wisata/Alun-Alun_Kota_Malang,kota malang bahasa jawa hanacaraka pegon pengucapan bahasa jawa mala kota terletak provinsi jawa timur indonesia kota kota terbesar jawa timur surabaya kota terbesar indonesia kota didirikan pemerintahan belanda april broeveldt wali kota
alun-alun,Alun-Alun Kota Semarang,-7.1350341,110.4090482,"Alun-alun mini, Putatan, Kota Semarang, Kabupaten Semarang, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Kota Semarang,"Alun-Alun Kota Semarang, Kota Semarang, Jawa Tengah",gambar_wisata/Alun-Alun_Kota_Semarang,kota batu bahasa jawa hanacaraka pegon pengucapan bahasa jawa bat kota wisata provinsi jawa timur indonesia kota terletak sebelah barat daya surabaya sebelah barat laut malang
alun-alun,Alun-Alun Kota Solo,-7.5747341,110.8287812,"Alun-alun utara, Kauman, Surakarta, Kecamatan Pasar Kliwon, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Surakarta,"Alun-Alun Kota Solo, Surakarta, Jawa Tengah",gambar_wisata/Alun-Alun_Kota_Solo,kota surakarta bahasa jawa hanacaraka pegon hanzi pengucapan bahasa jawa sur kart solo bahasa jawa translit sala pengucapan bahasa jawa salah kota provinsi jawa indonesia luas
alun-alun,Alun-Alun Kota Tangerang,-6.2744895,106.6928034,"Alun-Alun Pondok Aren, Parigi Baru, Pondok Aren, Tangerang Selatan, Banten, Jawa, Indonesia",Banten,Tangerang Selatan,"Alun-Alun Kota Tangerang, Tangerang Selatan, Banten",gambar_wisata/Alun-Alun_Kota_Tangerang,kota tangerang kota terletak provinsi banten indonesia kota terletak sebelah barat dki jakarta
alun-alun,Alun-Alun Kudus,-6.8077663,110.8417328,"Alun Alun Simpang 7 Kudus, Demaan, Kudus, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Kudus,"Alun-Alun Kudus, Kudus, Jawa Tengah",gambar_wisata/Alun-Alun_Kudus,kecamatan kudus bahasa jawa pegon ditulis kota kudus kecamatan kota pusat pemerintahan perekonomian kabupaten kudus provinsi jawa indonesia
alun-alun,Alun-Alun Lamongan,-7.120213,112.4157189,"Alun-Alun Lamongan, Lamongan, Jawa Timur, Jawa, Indonesia",Jawa Timur,Lamongan,"Alun-Alun Lamongan, Lamongan, Jawa Timur",gambar_wisata/Alun-Alun_Lamongan,kecamatan lamongan aksara jawa kecamatan kota kabupaten lamongan provinsi jawa timur indonesia kecamatan lamongan salah kecamatan kecamatan kabupaten lamongan jarak orbitasi kota lamongan arah kecamatan gresik kota terdekat
alun-alun,Alun-Alun Lumajang,-8.1352201,113.2244432,"Alun-Alun Lumajang, Ditotrunan, Lumajang, Jawa Timur, Jawa, Indonesia",Jawa Timur,Lumajang,"Alun-Alun Lumajang, Lumajang, Jawa Timur",gambar_wisata/Alun-Alun_Lumajang,kabupaten lumajang hanacaraka pegon pelafalan bahasa indonesia mad kabupaten provinsi jawa timur indonesia kotanya kecamatan lumajang kota
alun-alun,Alun-Alun Madiun,-7.6291792,111.5168307,"Alun-alun Madiun, Pangongangan, Kota Madiun, Jawa Timur, Jawa, Indonesia",Jawa Timur,Kota Madiun,"Alun-Alun Madiun, Kota Madiun, Jawa Timur",gambar_wisata/Alun-Alun_Madiun,kota madiun bahasa jawa hanacaraka pegon translit madhiyun pengucapan bahasa jawa kota provinsi jawa timur indonesia
alun-alun,Alun-Alun Magelang,-7.4771886,110.2182633,"Alun-Alun Kota Magelang, Mateseh, Kauman, Kota Magelang, Jawa Tengah, Jawa, 56122, Indonesia",Jawa Tengah,Kota Magelang,"Alun-Alun Magelang, Kota Magelang, Jawa Tengah",gambar_wisata/Alun-Alun_Magelang,kota magelang bahasa jawa hanacaraka pegon translit mag lang salah kota terletak provinsi jawa indonesia
alun-alun,Alun-Alun Malang,-7.9826135,112.6308234,"Alun-Alun Malang, Kiduldalem, Kota Malang, Jawa Timur, Jawa, Indonesia",Jawa Timur,Kota Malang,"Alun-Alun Malang, Kota Malang, Jawa Timur",gambar_wisata/Alun-Alun_Malang,kota malang bahasa jawa hanacaraka pegon pengucapan bahasa jawa mala kota terletak provinsi jawa timur indonesia kota kota terbesar jawa timur surabaya kota terbesar indonesia kota didirikan pemerintahan belanda april broeveldt wali kota
alun-alun,Alun-Alun Mojokerto,-7.4632394,112.4319642,"Alun-Alun Mojokerto, Magersari, Kota Mojokerto, Jawa Timur, Jawa, Indonesia",Jawa Timur,Kota Mojokerto,"Alun-Alun Mojokerto, Kota Mojokerto, Jawa Timur",gambar_wisata/Alun-Alun_Mojokerto,kota mojokerto bahasa jawa hanacaraka pegon translit pengucapan bahasa jawa kota provinsi jawa timur indonesia
alun-alun,Alun-Alun Ngawi,-7.4036079,111.4445975,"Alun-Alun Ngawi, Cabean, Sidorejo, Ngawi, Jawa Timur, Jawa, Indonesia",Jawa Timur,Ngawi,"Alun-Alun Ngawi, Ngawi, Jawa Timur",gambar_wisata/Alun-Alun_Ngawi,kecamatan ngawi dikenal kota ngawi bahasa jawa pegon translit kacamatan ngaw
alun-alun,Alun-Alun Pacitan,-8.1946928,111.1031621,"Alun-Alun Pacitan, Pacitan, Jawa Timur, Jawa, Indonesia",Jawa Timur,Pacitan,"Alun-Alun Pacitan, Pacitan, Jawa Timur",gambar_wisata/Alun-Alun_Pacitan,kecamatan pacitan bahasa jawa pegon kota kabupaten pacitan pusat pemerintahan perekonomian kabupaten pacitan kecamatan pacitan kota kecamatan ngadirojo pusat perekonomian kabupaten pacitan
alun-alun,Alun-Alun Pandeglang,-6.3098034,106.1067856,"Alun Alun Pandeglang, Pandeglang, Banten, Jawa, Indonesia",Banten,Pandeglang,"Alun-Alun Pandeglang, Pandeglang, Banten",gambar_wisata/Alun-Alun_Pandeglang,kabupaten pandeglang bahasa sunda translit pand glang kabupaten terletak provinsi banten indonesia
alun-alun,Alun-Alun Pasuruan,-7.6418879,112.9066793,"Alun-Alun Kota Pasuruan, Bangilan, Kota Pasuruan, Jawa Timur, Jawa, Indonesia",Jawa Timur,Kota Pasuruan,"Alun-Alun Pasuruan, Kota Pasuruan, Jawa Timur",gambar_wisata/Alun-Alun_Pasuruan,kota pasuruan bahasa jawa hanacaraka pegon translit pasuruhan pengucapan bahasa jawa sur kota provinsi jawa timur indonesia
alun-alun,Alun-Alun Pemalang,-6.8902902,109.3806267,"Alun-Alun Pemalang, Pemalang, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Pemalang,"Alun-Alun Pemalang, Pemalang, Jawa Tengah",gambar_wisata/Alun-Alun_Pemalang,kabupaten pemalang bahasa jawa hanacaraka pegon translit wilayah kabupaten terletak provinsi jawa indonesia
alun-alun,Alun-Alun Ponorogo,-7.8710476,111.462263,"Alun-Alun Ponorogo, Ponorogo, Jawa Timur, Jawa, Indonesia",Jawa Timur,Ponorogo,"Alun-Alun Ponorogo, Ponorogo, Jawa Timur",gambar_wisata/Alun-Alun_Ponorogo,kabupaten ponorogo bahasa jawa hanacaraka pegon translit pengucapan bahasa jawa wilayah kabupaten terletak provinsi jawa timur indonesia
alun-alun,Alun-Alun Probolinggo,-7.7441363,113.2158448,"Alun-Alun Probolinggo, Mayangan, Kota Probolinggo, Jawa Timur, Jawa, Indonesia",Jawa Timur,Kota Probolinggo,"Alun-Alun Probolinggo, Kota Probolinggo, Jawa Timur",gambar_wisata/Alun-Alun_Probolinggo,kota probolinggo disingkat proling hanacaraka pegon hanzi pelafalan bahasa indonesia kota provinsi jawa timur indonesia terletak sebelah tenggara surabaya kota probolinggo berbatasan selat madura sebelah utara kabupaten probolinggo sebelah timur selatan barat
alun-alun,Alun-Alun Purbalingga,-7.3895946,109.3632534,"Alun-alun Purbalingga, Purbalingga Food Center, Purbalingga, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Purbalingga,"Alun-Alun Purbalingga, Purbalingga, Jawa Tengah",gambar_wisata/Alun-Alun_Purbalingga,kabupaten purbalingga bahasa jawa hanacaraka pegon translit purbalingga wilayah kabupaten terletak provinsi jawa indonesia
alun-alun,Alun-Alun Purwokerto,-7.4243879,109.230123,"Alun Alun Purwokerto, Tanjung, Purwokerto, Banyumas, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Purwokerto,"Alun-Alun Purwokerto, Purwokerto, Jawa Tengah",gambar_wisata/Alun-Alun_Purwokerto,purwokerto bahasa jawa pegon translit purwakerta wilayah pusat pemerintahan kota kabupaten banyumas jawa indonesia
alun-alun,Alun-Alun Rembang,-6.7055526,111.3486723,"Alun-Alun Rembang, Rembang, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Rembang,"Alun-Alun Rembang, Rembang, Jawa Tengah",gambar_wisata/Alun-Alun_Rembang,rembang bahasa jawa pegon hanzi kota kabupaten rembang pusat pemerintahan perekonomian kabupaten rembang rembang wilayah kecamatan terletak kabupaten rembang provinsi jawa indonesia
alun-alun,Alun-Alun Semarang,-6.9717528,110.4237203,"Alun Alun Semarang, RW 01, Kauman, Semarang Tengah, Kota Semarang, Jawa Tengah, Jawa, 50000, Indonesia",Jawa Tengah,Kota Semarang,"Alun-Alun Semarang, Kota Semarang, Jawa Tengah",gambar_wisata/Alun-Alun_Semarang,kota salatiga bahasa jawa hanacaraka pegon pengucapan bahasa jawa kota provinsi jawa indonesia enklave kabupaten semarang kota salatiga terletak kilometer sebelah selatan kota semarang kilometer sebelah utara kota surakarta jalan negara menghubungkan kabupaten semarang kota surakarta
alun-alun,Alun-Alun Sidoarjo,-7.4462137,112.7178539,"Alun-Alun Sidoarjo, Pucanganom, Sidoarjo, Jawa Timur, Jawa, Indonesia",Jawa Timur,Sidoarjo,"Alun-Alun Sidoarjo, Sidoarjo, Jawa Timur",gambar_wisata/Alun-Alun_Sidoarjo,kabupaten sidoarjo bahasa jawa hanacaraka pegon translit sid arj pengucapan bahasa jawa sid ard kabupaten provinsi jawa timur indonesia
alun-alun,Alun-Alun Situbondo,-7.7068185,114.0054037,"Alun-Alun Situbondo, Dawuhan, Situbondo, Jawa Timur, Jawa, Indonesia",Jawa Timur,Situbondo,"Alun-Alun Situbondo, Situbondo, Jawa Timur",gambar_wisata/Alun-Alun_Situbondo,tanggal oktober kerusuhan anti kristen anti anti orang keturunan tionghoa kabupaten situbondo jawa timur peristiwa massa puas hukuman penjara terdakwa saleh beragama islam tuntutan maksimal dijatuhkan penghinaan agama islam
alun-alun,Alun-Alun Solo,-7.5747341,110.8287812,"Alun-alun utara, Kauman, Surakarta, Kecamatan Pasar Kliwon, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Surakarta,"Alun-Alun Solo, Surakarta, Jawa Tengah",gambar_wisata/Alun-Alun_Solo,kota surakarta bahasa jawa hanacaraka pegon hanzi pengucapan bahasa jawa sur kart solo bahasa jawa translit sala pengucapan bahasa jawa salah kota provinsi jawa indonesia luas
alun-alun,Alun-Alun Sragen,-7.4277082,111.0234646,"Alun-Alun Sragen ""Sasana Langen Putra"", Sragen, Jawa Tengah, Jawa, 57211, Indonesia",Jawa Tengah,Sragen,"Alun-Alun Sragen, Sragen, Jawa Tengah",gambar_wisata/Alun-Alun_Sragen,kabupaten sragen bahasa jawa hanacaraka pegon translit rag wilayah kabupaten solo raya provinsi jawa indonesia
alun-alun,Alun-Alun Sukoharjo,-7.68293,110.8405744,"Alun-Alun Satya Negara, Jetis, Sukoharjo, Jawa Tengah, Jawa, 57511, Indonesia",Jawa Tengah,Sukoharjo,"Alun-Alun Sukoharjo, Sukoharjo, Jawa Tengah",gambar_wisata/Alun-Alun_Sukoharjo,kota surakarta bahasa jawa hanacaraka pegon hanzi pengucapan bahasa jawa sur kart solo bahasa jawa translit sala pengucapan bahasa jawa salah kota provinsi jawa indonesia luas
